Ward,Suburb,Property_Code,Park_Name,Node_Id,Node_Name,Item_Id,Item_Type,Item_Description,Easting,Northing,Long,Lat
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,24063,BOWEN PK FORMAL GARDENS,1617,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,502887,6963821,153.0292153,-27.44909883
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,24063,BOWEN PK FORMAL GARDENS,34592,TAP COMBINATION,Bubbler & Tap,502899,6963847,153.0293367,-27.44886407
CENTRAL,BOWEN HILLS,D0087,BOWEN PARK,24063,BOWEN PK FORMAL GARDENS,79343,TAP COMBINATION,Bubbler & Tap,502989,6963922,153.0302473,-27.44818678
CENTRAL,BOWEN HILLS,D1984,JEAYS STREET PARK,12336,BALANCE OF PARK,38056,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,503578,6963855,153.0362079,-27.44879023
CENTRAL,BRISBANE,D0077,FOUNTAIN RESERVE,12597,BALANCE OF PARK,19360,BUBBLER/DRINKING FOUNTAIN,Bubbler,502982,6961948,153.0301813,-27.46600807
CENTRAL,BRISBANE,D0082,ANZAC SQUARE,24044,SHRINE OF REMEMBRANCE,82580,BUBBLER/DRINKING FOUNTAIN,Bubbler,502615,6961895,153.0264669,-27.46648731
CENTRAL,BRISBANE,D0082,ANZAC SQUARE,24044,SHRINE OF REMEMBRANCE,34586,BUBBLER/DRINKING FOUNTAIN,Bowl shaped Drinking Fountain,502632,6961910,153.026639,-27.46635186
CENTRAL,BRISBANE,D0092,KING EDWARD PARK,12634,KING EDWARD PK SCULPTURE PARK,70020,TAP COMBINATION,Bubbler & tap near chess pavement,502341,6961972,153.0236936,-27.46579266
CENTRAL,BRISBANE,D0092,KING EDWARD PARK,12634,KING EDWARD PK SCULPTURE PARK,70023,TAP COMBINATION,Bubbler & anti-vandal tap near Jacobs Ladder,502408,6961964,153.0243717,-27.46586476
CENTRAL,BRISBANE,D0094,EMMA MILLER PLACE,12543,ROMA ST FORUM,83970,TAP COMBINATION,Bubbler & 2 taps,502130,6961835,153.0215583,-27.46702984
CENTRAL,BRISBANE,D0094,EMMA MILLER PLACE,12543,ROMA ST FORUM,83677,TAP COMBINATION,Bubbler & 2 taps,502195,6961827,153.0222162,-27.46710196
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133888,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,502833,6960907,153.0286757,-27.47540653
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,37218,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,502840,6960520,153.0287474,-27.47890034
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133115,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,503007,6960699,153.0304374,-27.47728397
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133295,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,503017,6961016,153.0305378,-27.47442208
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,33636,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,503035,6960833,153.0307205,-27.47607416
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133974,TAP COMBINATION,Bubbler & 2 taps,502864,6960829,153.0289896,-27.47611064
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133366,TAP COMBINATION,Bubbler & 2 taps,502928,6960794,153.0296375,-27.47642649
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133576,TAP COMBINATION,Bubbler & 2 taps,502968,6961160,153.0300415,-27.47312216
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133003,TAP COMBINATION,Bubbler & Tap,503030,6960869,153.0306698,-27.47574916
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,133002,TAP COMBINATION,Bubbler & Tap,503035,6960881,153.0307204,-27.47564082
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12516,BALANCE OF PARK,132899,TAP COMBINATION,Bubbler & 2 taps,503085,6960988,153.0312262,-27.47467471
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,12521,ORNAMENTAL PONDS,8250,TAP COMBINATION,Bubbler & Tap,503089,6960993,153.0312667,-27.47462956
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23308,BRISBANE RIVER STAGE,132676,TAP COMBINATION,Bubbler & 2 taps,502897,6960514,153.0293244,-27.47895439
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23803,RIVER WALK & BIKEWAY (BIDWILL AVE),38001,TAP COMBINATION,Bubbler & Tap,503087,6960623,153.0312474,-27.47796992
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23804,ALBERT ST (ALICE ST) ENTRANCE,133689,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,502884,6961109,153.0291914,-27.47358277
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23805,THE DOMAIN & GOODWILL BRIDGE PATHWAY NETWORK,130657,TAP COMBINATION,Bubbler & Tap,502878,6960474,153.0291322,-27.47931555
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23809,BOOKING SITE 1 MORNING STAR LAWN,134097,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,502761,6960950,153.0279468,-27.47501847
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23810,RAINFOREST GARDEN,130752,TAP COMBINATION,Bubbler & 2 taps,503105,6960692,153.0314294,-27.47734695
CENTRAL,BRISBANE,D0096,CITY BOTANIC GARDENS,23815,BOOKING SITE 5 CIRCLE OF PALMS LAWN,130861,TAP COMBINATION,Bubbler & 2 taps,503038,6961144,153.0307501,-27.47326645
CENTRAL,BRISBANE,D0099,KING GEORGE SQUARE,12506,BALANCE OF PARK,84916,BUBBLER/DRINKING FOUNTAIN,Bubbler,502372,6961699,153.0240079,-27.46825724
CENTRAL,BRISBANE,D0099,KING GEORGE SQUARE,12506,BALANCE OF PARK,33634,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,502374,6961714,153.0240281,-27.46812182
CENTRAL,BRISBANE,D0099,KING GEORGE SQUARE,12506,BALANCE OF PARK,84903,BUBBLER/DRINKING FOUNTAIN,Bubbler,502434,6961675,153.0246354,-27.46847381
CENTRAL,BRISBANE,D0101,CLARK LANE PARK,12503,BALANCE OF PARK,33631,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503072,6962223,153.0310915,-27.46352517
CENTRAL,BRISBANE,D0792,POST OFFICE SQUARE,12480,POST OFFICE SQUARE,33635,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,502725,6961800,153.0275805,-27.46734476
CENTRAL,BRISBANE,D1784,ADMIRALTY TOWERS 11 PARK,12349,BALANCE OF PARK,33632,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503132,6962134,153.031699,-27.46432853
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),31562,TAP COMBINATION,"Bubbler, tap & dog bowl",502520,6963232,153.0255026,-27.45441705
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),109590,TAP COMBINATION,Bubbler & 2 taps,502536,6963285,153.0256645,-27.45393854
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),109594,TAP COMBINATION,Bubbler & 2 taps,502574,6963275,153.026049,-27.45402875
CENTRAL,HERSTON,D0083,VICTORIA PARK,15420,GREGORY TCE DOG OFF LEASH AREA (SPRING HILL),33642,TAP COMBINATION,"Bubbler, tap & dog bowl",502600,6963644,153.0263114,-27.45069736
CENTRAL,HERSTON,D0083,VICTORIA PARK,15421,GREGORY TCE PLAYGROUND (SPRING HILL),109432,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,502479,6963222,153.0250877,-27.45450741
CENTRAL,HERSTON,D0083,VICTORIA PARK,15423,VICTORIA PK GOLF COURSE,109838,BUBBLER/DRINKING FOUNTAIN,Bubbler,502100,6963071,153.0212525,-27.45587128
CENTRAL,HERSTON,D0083,VICTORIA PARK,15423,VICTORIA PK GOLF COURSE,109839,BUBBLER/DRINKING FOUNTAIN,Bubbler,502131,6963089,153.0215662,-27.45570872
CENTRAL,HERSTON,D0083,VICTORIA PARK,15423,VICTORIA PK GOLF COURSE,109873,BUBBLER/DRINKING FOUNTAIN,Bubbler,502305,6963607,153.0233261,-27.45103193
CENTRAL,HERSTON,D0083,VICTORIA PARK,15426,BALANCE OF PARK,1321,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,502407,6963570,153.0243584,-27.45136579
CENTRAL,HERSTON,D0083,VICTORIA PARK,24470,VICTORIA PK (GREGORY TCE) SHARED PATHWAY NETWORK,50865,TAP COMBINATION,Bubbler & 2 taps,502341,6962882,153.0236918,-27.45757718
CENTRAL,HERSTON,D0083,VICTORIA PARK,32224,GREGORY TCE ACCESS & CAR PARKING,25414,TAP COMBINATION,Bubbler & Tap,502746,6963384,153.0277894,-27.45304436
CENTRAL,HERSTON,D0103,GOULD ROAD PARK,25331,GOULD RD PICNIC AREA,16716,TAP COMBINATION,Bubbler & Tap,502026,6964543,153.0205011,-27.44258215
CENTRAL,KELVIN GROVE,D0175,E. E. MCCASKIE OVAL,15403,BALANCE OF PARK,35438,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,501213,6963272,153.0122756,-27.45405773
CENTRAL,KELVIN GROVE,D2068,KUNDU PARK,15030,BALANCE OF PARK,180141,BUBBLER/DRINKING FOUNTAIN,NULL,501481,6963369,153.0149877,-27.45318175
CENTRAL,KELVIN GROVE,D2472,MAIDSTONE STREET PARK,29857,MAIDSTONE ST PICNIC AREA,111619,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,501571,6963199,153.0158987,-27.45471641
CENTRAL,KELVIN GROVE,D2996,GREY GUMS PARK,26629,GREY GUMS PK PICNIC AREA,174847,BUBBLER/DRINKING FOUNTAIN,Diabled access Bubbler,501335,6963545,153.01351,-27.45159297
CENTRAL,NEW FARM,D0080,MERTHYR PARK,12578,MERTHYR PK PLAYGROUND,1167,BUBBLER/DRINKING FOUNTAIN,Fountain - Disabled Access,504420,6960905,153.0447393,-27.47542035
CENTRAL,NEW FARM,D0080,MERTHYR PARK,12580,MERTHYR PK SHARED PATHWAY,34580,TAP COMBINATION,Bubbler & Tap,504364,6960912,153.0441725,-27.47535733
CENTRAL,NEW FARM,D0089,WILSON OUTLOOK RESERVE,12559,BALANCE OF PARK,45727,BUBBLER/DRINKING FOUNTAIN,Bubbler,503815,6962287,153.0386111,-27.4629455
CENTRAL,NEW FARM,D0089,WILSON OUTLOOK RESERVE,12559,BALANCE OF PARK,118384,BUBBLER/DRINKING FOUNTAIN,Bubbler,503868,6962231,153.0391477,-27.46345092
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12524,FIG TREE METROPOLITAN PLAYGROUND,179470,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),505167,6961682,153.0522971,-27.46840297
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12524,FIG TREE METROPOLITAN PLAYGROUND,179473,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),505178,6961666,153.0524085,-27.46854738
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12524,FIG TREE METROPOLITAN PLAYGROUND,179474,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),505187,6961666,153.0524996,-27.46854734
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12527,DIXON ST PLAYGROUND & HALF COURT,68592,TAP COMBINATION,Bubbler & 2 taps,504967,6961719,153.0502727,-27.46806968
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12531,MERTHYR CROQUET CLUB,145578,TAP COMBINATION,Bubbler & Tap,505087,6961738,153.0514872,-27.4678977
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12533,SYDNEY ST SOCCER FIELDS,161265,TAP COMBINATION,NULL,504869,6961758,153.0492807,-27.46771794
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12533,SYDNEY ST SOCCER FIELDS,178948,TAP COMBINATION,Bubbler & Tap,505055,6961700,153.0511635,-27.46824089
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12538,FIG TREE PLAYGROUND PICNIC AREA,31576,BUBBLER/DRINKING FOUNTAIN,Bubbler - single,505160,6961679,153.0522263,-27.46843008
CENTRAL,NEW FARM,D0095,NEW FARM PARK,12538,FIG TREE PLAYGROUND PICNIC AREA,181085,BUBBLER/DRINKING FOUNTAIN,Bowl fountain TW001,505185,6961652,153.0524795,-27.46867374
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22843,FERRY PICNIC AREA,181073,BUBBLER/DRINKING FOUNTAIN,NULL,505118,6961366,153.0518025,-27.471256
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22843,FERRY PICNIC AREA,178949,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain 3 tiered,505121,6961385,153.0518328,-27.47108446
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22843,FERRY PICNIC AREA,181072,BUBBLER/DRINKING FOUNTAIN,NULL,505129,6961393,153.0519138,-27.4710122
CENTRAL,NEW FARM,D0095,NEW FARM PARK,22849,BOOKING SITE NO 3 FERRY VIEW,144938,BUBBLER/DRINKING FOUNTAIN,Disabled access fountain,505056,6961421,153.0511748,-27.47075969
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,144728,BUBBLER/DRINKING FOUNTAIN,Bubbler,504912,6961619,153.0497164,-27.46897268
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,31575,TAP COMBINATION,Bubbler & 2 taps,504931,6961635,153.0499087,-27.46882816
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,144924,TAP COMBINATION,Bubbler & 2 taps,505000,6961529,153.0506075,-27.46978488
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,70143,TAP COMBINATION,Bubbler & 2 taps,505030,6961481,153.0509113,-27.47021811
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,145529,TAP COMBINATION,Bubbler & 2 taps,505148,6961638,153.052105,-27.46880027
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,69720,TAP COMBINATION,Bubbler & Tap,505148,6961636,153.052105,-27.46881833
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,70141,TAP COMBINATION,Bubbler & Tap,505150,6961651,153.0521252,-27.4686829
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,70182,TAP COMBINATION,Bubbler & Tap,505167,6961438,153.0522982,-27.4706058
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23125,NEW FARM PK RING RD & CAR PARKING,145348,TAP COMBINATION,Bubbler & 2 taps,505238,6961505,153.0530165,-27.47000065
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23132,SITE OF FORMER KIOSK & GARDENS,144755,TAP COMBINATION,Bubbler & 2 taps,505118,6961681,153.0518012,-27.46841218
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23133,POWERHOUSE PEDESTRIAN & BIKE ACCESS,31020,BUBBLER/DRINKING FOUNTAIN,Drinking fountain,505266,6961578,153.0532996,-27.4693415
CENTRAL,NEW FARM,D0095,NEW FARM PARK,23135,RIVERVIEW PICNIC AREA,179471,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain (Urban fountains and Furniture),505291,6961514,153.0535529,-27.46991919
CENTRAL,NEW FARM,D0095,NEW FARM PARK,32384,BRUNSWICK ST PEDESTRIAN ACCESS (CNR SYDNEY ST),70184,TAP COMBINATION,Bubbler & 2 taps,504806,6961679,153.0486433,-27.46843138
CENTRAL,NEW FARM,D1535,POWERHOUSE PARK,12399,BALANCE OF PARK,123507,TAP COMBINATION,Bubbler & 2 taps,505355,6961751,153.0541997,-27.46777931
CENTRAL,NEW FARM,D1948,MERTHYR ROAD PARK,12369,BALANCE OF PARK,123464,BUBBLER/DRINKING FOUNTAIN,Bubbler,505190,6962022,153.0525285,-27.46533337
CENTRAL,NEW FARM,D1974,MERTHYR ROAD PARK (NO.2),12341,BALANCE OF PARK,118374,BUBBLER/DRINKING FOUNTAIN,Bubbler,504055,6961409,153.0410431,-27.47087138
CENTRAL,NEWMARKET,D0487,MCCOOK PARK,15267,MCCOOK PK SPORTING FACILITY,18138,TAP COMBINATION,Bubbler & Tap,501335,6965137,153.0135082,-27.43722035
CENTRAL,NEWMARKET,D0493,WILSTON RECREATION RESERVE,15222,BRIS CITY JR SOCCER CLUB FACILITY,23299,TAP COMBINATION,Bubbler & Tap,501287,6964743,153.013023,-27.44077744
CENTRAL,NEWMARKET,D0493,WILSTON RECREATION RESERVE,15223,WILSTON REC RES PLAYGROUND,90511,TAP COMBINATION,Bubbler & 2 taps,501184,6964740,153.0119807,-27.44080462
CENTRAL,NEWSTEAD,D0078,TENERIFFE PARK,12594,TENERIFFE PK PICNIC AREA,47700,TAP COMBINATION,"Bubbler, tap & dog bowl",504584,6962801,153.0463922,-27.45830273
CENTRAL,NEWSTEAD,D0078,TENERIFFE PARK,24708,TENERIFFE PK BUSHLAND GP RESTORATION SITE,34569,TAP COMBINATION,Bubbler & Tap,504586,6962931,153.0464119,-27.45712909
CENTRAL,NEWSTEAD,D1946,CATALINA PARK,29861,MACQUARIE ST TERRACES,111786,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,504998,6962715,153.0505824,-27.45907768
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,12631,WICKHAM PK ESCARPMENT,146012,TAP COMBINATION,Bubbler & 2 taps,502087,6962071,153.0211226,-27.4648993
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,12631,WICKHAM PK ESCARPMENT,146019,TAP COMBINATION,Bubbler & 2 taps,502124,6962043,153.0214972,-27.46515202
CENTRAL,SPRING HILL,D0071,WICKHAM PARK,12631,WICKHAM PK ESCARPMENT,146025,TAP COMBINATION,Bubbler & 2 taps,502165,6962021,153.0219122,-27.46535058
CENTRAL,SPRING HILL,D0081,TERRACE STREET PARK,12576,SEDGEBROOK ST PLAYGROUND,44385,BUBBLER/DRINKING FOUNTAIN,Bubbler,502261,6962184,153.0228835,-27.46387886
CENTRAL,VALLEY,D0076,CENTENARY PLACE PARK,12601,BALANCE OF PARK,19345,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503155,6962519,153.0319308,-27.4608527
CENTRAL,VALLEY,D0871,KEMP PLACE PARK (ROAD RESERVE),12411,BALANCE OF PARK,4457,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,503413,6962664,153.0345415,-27.45954301
CENTRAL,WILSTON,D0486,LANGLEY AVENUE PARK,15277,BALANCE OF PARK,45962,TAP COMBINATION,Bubbler & 2 taps,501599,6964764,153.01618,-27.44058753
CENTRAL,WILSTON,D0486,LANGLEY AVENUE PARK,31821,LANGLEY AVE SHARED PATHWAY,45963,TAP COMBINATION,Bubbler & 2 taps,501931,6964697,153.0195396,-27.44119197
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177059,TAP COMBINATION,Bubbler & Tap,502206,6964768,153.0223221,-27.44055056
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177058,TAP COMBINATION,Bubbler & Tap,502221,6964844,153.0224738,-27.43986441
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177052,TAP COMBINATION,Bubbler & Tap,502234,6964903,153.0226052,-27.43933173
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,177069,TAP COMBINATION,Bubbler & Tap,502338,6964862,153.0236576,-27.43970171
CENTRAL,WILSTON,D0492,DOWNEY PARK,15232,BRISBANE WOMENS HOCKEY CENTRE,176993,TAP COMBINATION,Bubbler & Tap,502491,6964845,153.0252059,-27.43985491
CENTRAL,WILSTON,D0492,DOWNEY PARK,15236,BALANCE OF PARK,23261,TAP COMBINATION,Bubbler & Tap,502461,6964732,153.0249025,-27.44087514
CENTRAL,WILSTON,D0492,DOWNEY PARK,15242,DOWNEY PK SHARED PATHWAY,177128,TAP COMBINATION,Bubbler & Tap,502246,6964619,153.0227272,-27.44189567
CENTRAL,WILSTON,D0492,DOWNEY PARK,26904,GREEN TCE PICNIC AREA,71018,BUBBLER/DRINKING FOUNTAIN,Bubbler with dog bowl,502461,6964732,153.0249025,-27.44087514
CENTRAL,WILSTON,D0492,DOWNEY PARK,26904,GREEN TCE PICNIC AREA,177133,TAP COMBINATION,Bubbler & Tap,502487,6964661,153.0251658,-27.44151608
CENTRAL,WINDSOR,D0497,HINKLER PARK,14976,HINKLER PK PICNIC AREA,188676,TAP COMBINATION,Bubbler & 2 taps,502357,6965727,153.0238482,-27.43189243
CENTRAL,WINDSOR,D0506,WINDSOR MEMORIAL PARK,15143,BALANCE OF PARK,9676,TAP COMBINATION,Bubbler & Tap,503188,6965852,153.032256,-27.43076223
CENTRAL,WINDSOR,D1137,NORTHEY STREET PARK,15104,DOWNEY ST DOG OFF LEASH AREA,178861,BUBBLER/DRINKING FOUNTAIN,Bubbler & Dog bowl,502549,6964432,153.0257936,-27.44358338
CENTRAL,WINDSOR,D1137,NORTHEY STREET PARK,15104,DOWNEY ST DOG OFF LEASH AREA,168056,TAP COMBINATION,Bubbler 2 taps & dog bowl,502639,6964446,153.0267043,-27.44345682
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14550,JACKSON ST DOG OFF LEASH AREA,29905,TAP COMBINATION,Bubbler & Tap,506273,6959360,153.0635034,-27.48936127
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14552,JACKSON ST PLAYGROUND,25443,TAP COMBINATION,Bubbler & Tap,506248,6959410,153.0632501,-27.48890999
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14554,WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY,39494,BUBBLER/DRINKING FOUNTAIN,Bubbler,506001,6959399,153.0607497,-27.48901041
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14554,WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY,102546,TAP COMBINATION,Bubbler & Tap,506006,6959353,153.0608005,-27.48942567
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14554,WEMBLEY PK METROPOLITAN DISTRICTS NETBALL FACILITY,39495,TAP COMBINATION,Bubbler & Tap,506059,6959382,153.0613369,-27.48916362
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,14555,BALANCE OF PARK,16817,BUBBLER/DRINKING FOUNTAIN,Drinking Fountain,505914,6959491,153.0598685,-27.48818022
THE GABBA,COORPAROO,D0109,WEMBLEY PARK,24653,WEMBLEY PK SHARED PATHWAY NETWORK,43743,TAP COMBINATION,Bubbler & Tap,505772,6959381,153.0584315,-27.4891739
THE GABBA,COORPAROO,D0117,LANGLANDS PARK,23287,LANGLANDS PK (NORMAN CK) SPORTING FACILITY,102090,BUBBLER/DRINKING FOUNTAIN,Bubbler,504795,6958684,153.0485439,-27.49547019
THE GABBA,COORPAROO,D0117,LANGLANDS PARK,23287,LANGLANDS PK (NORMAN CK) SPORTING FACILITY,39501,BUBBLER/DRINKING FOUNTAIN,Bubbler,504795,6958682,153.0485439,-27.49548824
THE GABBA,COORPAROO,D0363,THE COMMON PARK,14449,THE COMMON PICNIC AREA,97335,TAP COMBINATION,Bubbler & 2 taps,505086,6959411,153.0514868,-27.48890581
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14175,GLADSTONE RD DOG OFF LEASH AREA,30770,TAP COMBINATION,"Bubbler, tap & dog bowl",502564,6958532,153.0259579,-27.49684848
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14178,BALANCE OF PARK,180785,BUBBLER/DRINKING FOUNTAIN,NULL,502458,6958623,153.0248845,-27.49602714
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14178,BALANCE OF PARK,7417,BUBBLER/DRINKING FOUNTAIN,Bubbler - Disabled Access,502513,6958528,153.0254416,-27.49688469
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14178,BALANCE OF PARK,29949,TAP COMBINATION,Bubbler & Tap,502453,6958628,153.0248339,-27.49598201
THE GABBA,DUTTON PARK,D0355,DUTTON PARK,14183,GLADSTONE RD HALF COURT & VANTAGE POINT,36932,TAP COMBINATION,Bubbler & Tap,502526,6958575,153.0255731,-27.49646035
THE GABBA,DUTTON PARK,D0356,GAIR PARK,14169,GAIR PK MEETING SPACE,85917,TAP COMBINATION,Bubbler & 2 taps,502709,6958574,153.0274258,-27.49646903
THE GABBA,EAST BRISBANE,D0360,WOOLLOONGABBA ROTARY PARK,14462,WOOLLOONGABBA ROTARY PK DOG OFF LEASH AREA,30142,TAP COMBINATION,Bubbler & Tap,504230,6959239,153.0428219,-27.49046155
THE GABBA,EAST BRISBANE,D0360,WOOLLOONGABBA ROTARY PARK,17478,WOOLLOONGABBA ROTARY PK PICNIC AREA,179680,BUBBLER/DRINKING FOUNTAIN,NULL,504173,6959299,153.0422447,-27.48992005
THE GABBA,EAST BRISBANE,D0365,WILLIAMINA PARK,14430,WILLIAMINA PK PLAYGROUND,14075,TAP COMBINATION,Bubbler & tap,504493,6960015,153.0454815,-27.48345501
THE GABBA,EAST BRISBANE,D0366,MOWBRAY PARK,14137,MOWBRAY PK BIKEWAY & RIVERWALK,14135,BUBBLER/DRINKING FOUNTAIN,Fountain - Disabled Access,504236,6960655,153.0428777,-27.47767793
THE GABBA,EAST BRISBANE,D0366,MOWBRAY PARK,14137,MOWBRAY PK BIKEWAY & RIVERWALK,39595,TAP COMBINATION,Bubbler & 2 taps,504394,6960587,153.0444773,-27.47829133
THE GABBA,EAST BRISBANE,D0366,MOWBRAY PARK,14423,BALANCE OF PARK,169697,TAP COMBINATION,Bubbler & 2 taps,504401,6960520,153.0445484,-27.47889618
THE GABBA,EAST BRISBANE,D0367,REAL PARK,14412,REAL PK PLAYGROUND,30224,TAP COMBINATION,Bubbler & Tap,504810,6960258,153.0486895,-27.48126012
THE GABBA,EAST BRISBANE,D0367,REAL PARK,14414,REAL PK DOG OFF LEASH AREA,30731,TAP COMBINATION,Bubbler 2 taps & dog bowl,504843,6960357,153.0490231,-27.48036624
THE GABBA,EAST BRISBANE,D1519,TURBO DRIVE PARK,31087,NORMAN CREEK FREECS REHABILITATION SITE,188581,TAP COMBINATION,Bubbler & Tap,504589,6959111,153.0464567,-27.49161596
THE GABBA,EAST BRISBANE,D1519,TURBO DRIVE PARK,31087,NORMAN CREEK FREECS REHABILITATION SITE,188589,TAP COMBINATION,Bubbler & Tap,504644,6959089,153.0470136,-27.49181439
THE GABBA,EAST BRISBANE,D1519,TURBO DRIVE PARK,31087,NORMAN CREEK FREECS REHABILITATION SITE,188585,TAP COMBINATION,Bubbler & Tap,504721,6959110,153.047793,-27.49162454
